id,is_pass
1626_45,0.5602183868162013
11020_130,0.9308571975632793
12652_146,0.645478853760908
7038_72,0.07409398053212746
888_71,0.2872065152009948
18922_62,0.3624309853626223
5499_29,0.9306051899655668
10150_125,0.8505079563915743
10158_95,0.9035613897960116
6215_17,0.9206462948653107
6719_121,0.9327105877443824
14498_175,0.858396158687725
15169_153,0.9148675422498327
11094_23,0.21426908424287003
17853_11,0.9096067918435418
15437_157,0.9130692345088695
7156_53,0.775227078516617
1406_69,0.5603864918892819
6127_32,0.5064389908699445
19983_89,0.9060463435957095
14606_87,0.8978721506534301
15316_112,0.8863659505897515
2729_157,0.8654747420647944
15099_94,0.26428050298250294
1226_135,0.8347461397143925
5097_64,0.19240976291957484
7456_19,0.9196051119955979
5846_70,0.7904724893595221
12159_44,0.6150364603923977
17292_94,0.5064827783577148
7038_74,0.3380062563243011
10956_131,0.9359753019515162
8828_136,0.8995017177722854
10477_27,0.9274951678753494
18548_82,0.9203093312524298
4093_82,0.46907386872961787
299_160,0.8728277103480837
6165_117,0.9254349853066551
1139_80,0.5040612417979056
6498_93,0.7043104060679346
18332_127,0.9019930595801728
4167_88,0.9356891468662738
5207_80,0.525214783551539
9653_39,0.919916460578585
9730_31,0.8818829713383527
14676_158,0.6936221925242235
13104_57,0.913443406876092
4695_32,0.44710680740006276
8544_81,0.9360737698028405
3175_103,0.9121510515726929
5294_167,0.752071589631715
16934_97,0.5245349376485056
16711_154,0.9029332551117828
11574_83,0.10031588207489896
8183_84,0.20404844611050574
1986_164,0.9167830378947719
10067_21,0.8157943525924914
3588_154,0.9353969976651545
10785_65,0.24624286508266907
1858_144,0.8832563917156008
10801_174,0.863335985856903
1645_149,0.7472294027830106
8584_128,0.8554609482478751
16381_47,0.8600745474491656
10042_28,0.933987072798962
9725_125,0.8520997719162479
3906_95,0.7490004571059683
13921_40,0.6052008220586307
20096_103,0.3562958978762408
10021_101,0.49905855321878423
1035_19,0.7541027279767211
105_128,0.8522060174164918
7720_87,0.4037458418521773
12174_50,0.5034250835500469
12560_89,0.2446100061529635
11847_86,0.7877831533818909
10240_22,0.8297100527699286
7852_82,0.6478456252760303
3462_104,0.7956122726149238
3592_103,0.8709192908988235
18365_120,0.9127123951365946
10326_23,0.2153257398459507
10334_135,0.899290896451234
2893_118,0.9376336291255725
20072_67,0.21509930292840046
3308_9,0.3547580076184533
14550_170,0.6980244743620587
1926_132,0.9033017473340104
6580_14,0.22142176188001822
2504_126,0.38670242266689575
16734_43,0.6147079980984217
5279_121,0.8975485782266535
11361_180,0.28619034096679935
9156_143,0.9147120031688283
8157_135,0.8250173070478828
4985_159,0.8245156994646422
7191_79,0.8916502288354353
13297_140,0.22058019217347577
10763_94,0.7750737485305005
15041_44,0.7235747077513919
12038_82,0.9219300519612168
8503_133,0.8822047946296583
18334_11,0.41515341775910786
7731_77,0.20389249787086794
8658_141,0.8704677314093862
7531_73,0.1876411659114618
412_143,0.9301595725060487
15721_109,0.6513015025969023
10921_25,0.8987086475801974
3366_73,0.20776149091624577
13524_88,0.8165388337290329
19818_73,0.18978310674848903
1800_90,0.8395059779035174
15120_182,0.9072379083324396
14355_94,0.8334457081728257
19593_83,0.8827309060357263
6051_74,0.5291006312546049
1300_44,0.5420727142316256
7326_79,0.6515341963401032
18295_152,0.9202315314621099
1322_73,0.5901754729830417
15009_159,0.5034543817914459
19400_114,0.8087319189492789
10190_141,0.42808355277525745
9530_166,0.8147299426712242
9155_136,0.9072161606115683
3281_114,0.5392626822576615
6962_16,0.9169508541133649
14439_88,0.6901056017764965
11766_36,0.4374457767713569
2567_14,0.8827347071823026
13337_51,0.8562068045512004
3155_14,0.7153878485124847
8431_43,0.639962278075957
16864_100,0.4527783472148404
15816_95,0.9208926720454714
7850_49,0.4648451068028287
9331_132,0.8634277649485854
18321_69,0.4707756769523397
2661_3,0.24962953287386433
10790_128,0.7462906293536655
15310_43,0.5900596132123326
805_135,0.9177949678568174
9609_169,0.9014353089683281
13486_144,0.4703342268295126
12394_32,0.8569877346557495
16943_179,0.41581097723713956
11233_83,0.8029990357705645
8225_50,0.12407989280921833
18931_22,0.17272081201308997
5027_73,0.5350305859760152
2845_76,0.33452437918564704
18309_43,0.6784208094259905
14295_57,0.9232022230703005
176_9,0.8961257197347019
19422_120,0.367439673979772
7015_113,0.8441237681493287
2082_83,0.16752767998961998
10461_27,0.9131831926506114
3517_25,0.8133807178687907
1632_150,0.9138084484246983
14762_95,0.9182312992605259
8994_102,0.9239220914375326
2819_67,0.16571885294624938
9559_164,0.6885533747855482
6124_81,0.9295848540750843
12715_137,0.9031805923652683
18903_148,0.910793680799258
1771_26,0.8273153378670798
10467_159,0.891357792009447
12193_31,0.8747957654364047
6767_78,0.5771698797268339
19217_113,0.718685802043927
7521_67,0.8984897735404164
9311_23,0.6953561601943793
5127_87,0.49999998008313806
15018_46,0.8299710226101765
16757_149,0.8545305718059512
13703_38,0.9321524590553713
11840_137,0.8315403758275453
4815_123,0.8762236887338198
12418_25,0.2774920893950445
6629_32,0.39917704706093926
12276_97,0.27571903671127873
17234_47,0.28273626024118886
4707_25,0.361729482463807
17013_187,0.8990106791940335
18006_17,0.920931084413761
13508_56,0.30688853287109114
6576_72,0.3940709416099498
2103_11,0.36281851071618215
14317_58,0.7304890776016397
16902_43,0.5925916011951733
3208_52,0.8923060639119473
16348_155,0.793296457153561
194_62,0.8869791701808575
8566_25,0.5133339585857938
6122_120,0.9063824802685534
6956_55,0.5079871798549475
4666_21,0.8861113440327718
5633_87,0.6470089882716795
8586_101,0.49653920493156783
4173_74,0.8827547109996432
15570_96,0.533821312766219
3725_22,0.17104397655181242
18782_53,0.923270768723538
17983_76,0.8258510934652831
2790_61,0.5203729343694004
10881_44,0.3393546734707327
8363_143,0.8568052731451454
17627_153,0.14582463608979487
1843_6,0.5222914238492115
13693_33,0.6682450146390586
12309_39,0.9228994273673734
14885_94,0.9102629336841671
15795_184,0.9148856069895189
4415_10,0.5976070056665236
4675_61,0.2712928181017123
1000_3,0.8296369731822233
5636_10,0.47374813084596124
11114_103,0.8010301625044555
1479_153,0.8781535050882499
4039_107,0.8847525918496306
15296_182,0.664784702630056
13847_32,0.6375169812712144
3143_30,0.6132750510153195
14652_39,0.8850281927521313
1729_28,0.9014339514366257
16581_184,0.8601740875054003
13085_152,0.9118034036320605
13497_62,0.797640912546428
15361_45,0.677894543327885
14879_158,0.8618439490014741
587_84,0.8248984728731825
11649_86,0.5846725705530571
72_43,0.7019290914562142
19051_123,0.6920266620757288
8627_131,0.9322616879508132
19926_159,0.771163549332922
3169_72,0.20837429631402485
19046_32,0.6833936797953953
8410_165,0.7918306319043203
3000_24,0.5278644301785153
4008_24,0.7959540622343105
14337_36,0.23000102082244012
18684_146,0.8865192365634151
4774_28,0.9115836880491521
8002_18,0.9308784134092463
13672_154,0.9174102890244888
14078_178,0.7768147200210814
9792_165,0.5655588618943663
3572_115,0.14524681100775724
3911_48,0.927955020106838
1074_45,0.31059007001573274
10996_31,0.8467048812447833
11232_81,0.6052095495167192
17267_111,0.8006935435657688
4666_30,0.9025028963455284
9241_96,0.8962409578464302
4890_88,0.13298574826212436
6495_122,0.7930517786007565
6241_127,0.8011094888288829
3647_12,0.17595891624992924
10654_82,0.7886234938599636
8533_125,0.8568713199613562
1484_24,0.22698044257481137
18456_33,0.8722197167020694
1189_142,0.9116805351557709
7579_64,0.4882198954642659
18668_103,0.9046173925596084
13336_137,0.9346689794123715
11325_50,0.12041954893210152
16659_156,0.883297918315645
8886_157,0.9218235629734222
14810_94,0.5355935130825916
6501_131,0.6178573419459581
5246_168,0.8001270587601884
14678_155,0.9061752766272192
5419_114,0.6489108316364564
15051_99,0.4930874912852189
5534_134,0.8996498025661684
8255_23,0.8602147342825968
14826_183,0.7281595167895103
3588_159,0.9178542053326246
19640_114,0.5111787121085206
1685_98,0.2964731862415278
19656_70,0.5524502611341106
14043_138,0.38777428280185733
11899_163,0.6290075718972459
6244_11,0.25054241304630975
2496_21,0.8748283635816678
4265_45,0.37060555641409004
14015_39,0.9129232566171346
18716_49,0.8456869091265256
8775_81,0.6079945255826162
12198_23,0.2505903271470433
12853_57,0.9283006635178399
11019_127,0.8708052523729516
6388_19,0.4751595924033371
18213_28,0.9270607393255754
14120_35,0.15134793986309877
8535_132,0.8949663493359291
3747_86,0.10030291441193626
12921_175,0.8675051283454744
14124_48,0.8926192036927794
5259_34,0.1938322254394875
12129_126,0.9001103603104195
1522_59,0.5828997952845804
3705_142,0.9253829088291323
7149_116,0.23083578662500745
4619_50,0.1327441092125145
4884_1,0.8269129313926411
14889_153,0.7942534161776994
11314_168,0.801247148621123
9940_85,0.8624891815182709
2127_142,0.7402126268464092
2246_73,0.2847869792680724
1447_124,0.40683448905821856
10283_133,0.22503845281207485
14002_108,0.7174774924595088
7929_142,0.9128545691960716
9603_167,0.9182682935885098
17067_159,0.8498241386409948
3573_119,0.8729588029470359
2917_94,0.8195914744694158
446_28,0.9177411072803041
11591_151,0.6055060124627678
7733_48,0.37158631185019936
13853_41,0.8327308248394987
16134_154,0.9370299164802763
14704_47,0.8714617237460056
6376_117,0.9263196829421322
9392_170,0.8195886494875066
7528_17,0.9131169466657024
14332_59,0.8984690067118936
19724_75,0.7665175703480085
14177_137,0.9188778883235257
